Common_name,Ref,IUPAC_name,CAS_number,Formula,C,H,N,O,S,P,Canonical_smile,InchI,Molecular_weight MW (g/mol),pKa,Log P,Log S,Polar Surface Area,Polarizability,Hydrogen Acceptor Count,Hydrogen Donor Count,HOMO-1 (eV),HOMO (eV),LUMO (eV),Ionization Energy I (eV),Electron Affinity A (eV),Electronegativity (eV),Hardness  (eV),Electrophilicity (eV)  , ?N_Fe ,IE EXP (%)
Isoproterenol,https://pubchem.ncbi.nlm.nih.gov/compound/3779,"4- [1-hidroxi-2- (propan-2-ilamino) etil] benceno-1,2-diol",7683-59-2,C 11 H 17 N O 3,11,17,1,3,0,0,"CC(C)NCC(C1=CC(=C(C=C1)O)O)O

","InChI = 1S / C11H17NO3 / c1-7 (2) 12-6-11 (15) 8-3-4-9 (13) 10 (14) 5-8 / h3-5,7,11-15H, 6H2, 1-2H3",211.26,9.81,1.4,-1.6,72.72,23.04,4,4,-5.952,-5.468,-1.325,5.468,1.325,3.3965,2.0715,0.849125,0.869780352,89.41299761
Isoxsuprine,https://www.drugbank.ca/drugs/DB08941,"4 - [(1 S , 2 R ) -1-hidroxi-2 - [[(2 R ) -1-fenoxipropan-2-il] amino] propil] fenol",395-28-8,C 18 H 23 N O 3,18,23,1,3,0,0,"CC(COC1=CC=CC=C1)NC(C)C(C2=CC=C(C=C2)O)O


","InChI = 1S / C18H23NO3 / c1-13 (12-22-17-6-4-3-5-7-17) 19-14 (2) 18 (21) 15-8-10-16 (20) 11- 9-15 / h3-11,13-14,18-21H, 12H2,1-2H3 / t13-, 14-, 18- / m1 / s1",301.4,9.65,2.56,-3.8,-3.8,34.12,4,3,-5.812,-5.771,-1.512,5.771,1.512,3.6415,2.1295,0.910375,0.788565391,88.52148231
Kanamycin,https://pubchem.ncbi.nlm.nih.gov/compound/6032,"(2R,3S,4S,5R,6R)-2-(aminomethyl)-6-[(1R,2R,3S,4R,6S)-4,6-diamino-3-[(2S,3R,4S,5S,6R)-4-amino-3,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-2-hydroxycyclohexyl]oxyoxane-3,4,5-triol",59-01-8,C18H36N4O11,18,36,4,11,0,0,C1C(C(C(C(C1N)OC2C(C(C(C(O2)CN)O)O)O)O)OC3C(C(C(C(O3)CO)O)N)O)N,"InChI=1S/C18H36N4O11/c19-2-6-10(25)12(27)13(28)18(30-6)33-16-5(21)1-4(20)15(14(16)29)32-17-11(26)8(22)9(24)7(3-23)31-17/h4-18,23-29H,1-3,19-22H2/t4-,5+,6-,7-,8+,9-,10-,11-,12+,13-,14-,15+,16-,17-,18-/m1/s1",484.5,7.2,-7.1,-0.72,282.61,47.57,15,11,-6.031,-5.852,4.514,5.852,-4.514,0.669,5.183,0.16725,0.610746672,90.96
Levodopa,https://pubchem.ncbi.nlm.nih.gov/compound/6047,"(2S)-2-amino-3-(3,4-dihydroxyphenyl)propanoic acid",59-92-7,C9H11NO4,9,11,1,4,0,0,C1=CC(=C(C=C1CC(C(=O)O)N)O)O,"InChI=1S/C9H11NO4/c10-6(9(13)14)3-5-1-2-7(11)8(12)4-5/h1-2,4,6,11-12H,3,10H2,(H,13,14)/t6-/m0/s1",197.19,2.32,0.05,-1.8,103.78,18.91,5,4,-6.198,-5.861,-1.714,5.861,1.714,3.7875,2.0735,0.946875,0.774656378,76.53480336
Levomepromazine,https://hmdb.ca/metabolites/HMDB0015474,[(2R)-3-(2-methoxy-10H-phenothiazin-10-yl)-2-methylpropyl]dimethylamine,60-99-1,C19H24N2OS,19,24,2,1,1,0,CC(CN1C2=CC=CC=C2SC3=C1C=C(C=C3)OC)CN(C)C,"InChI=1S/C19H24N2OS/c1-14(12-20(2)3)13-21-16-7-5-6-8-18(16)23-19-10-9-15(22-4)11-17(19)21/h5-11,14H,12-13H2,1-4H3/t14-/m1/s1",328.5,9.2,4.68,-4.8,15.71,36.77,3,0,-5.322,-4.659,-1.484,4.659,1.484,3.0715,1.5875,0.767875,1.237322835,93.83607776
Levorphanol,https://hmdb.ca/metabolites/HMDB0014992,"(1R,9R,10R)-17-methyl-17-azatetracyclo[7.5.3.01,10.02,7]heptadeca-2(7),3,5-trien-4-ol",77-07-6,C17H23NO,17,23,1,1,0,0,CN1CCC23CCCCC2C1CC4=C3C=C(C=C4)O,"InChI=1S/C17H23NO/c1-18-9-8-17-7-3-2-4-14(17)16(18)10-12-5-6-13(19)11-15(12)17/h5-6,11,14,16,19H,2-4,7-10H2,1H3/t14-,16+,17+/m0/s1",257.37,8.9,2.9,-3.2,23.47,29.84,2,1,-5.632,-5.007,-1.357,5.007,1.357,3.182,1.825,0.7955,1.046027397,95.23686505
Lidocaine,https://www.drugbank.ca/drugs/DB00281,"2-(diethylamino)-N-(2,6-dimethylphenyl)acetamide",137-58-6,C14H22N2O,14,22,2,1,0,0,CCN(CC)CC(=O)NC1=C(C)C=CC=C1C,"InChI=1S/C14H22N2O/c1-5-16(6-2)10-13(17)15-14-11(3)8-7-9-12(14)4/h7-9H,5-6,10H2,1-4H3,(H,15,17)",234.3373,7.9,2.44,-1.76,32.34,27.77,2,1,-5.847,-5.554,-1.441,5.554,1.441,3.4975,2.0565,0.874375,0.851568198,91.60110605
Lincomycin,https://pubchem.ncbi.nlm.nih.gov/compound/3000540,"(2S,4R)-N-[(1R,2R)-2-hydroxy-1-[(2R,3R,4S,5R,6R)-3,4,5-trihydroxy-6-methylsulfanyloxan-2-yl]propyl]-1-methyl-4-propylpyrrolidine-2-carboxamide",154-21-2,C18H34N2O6S,18,34,2,6,1,0,CCCC1CC(N(C1)C)C(=O)NC(C2C(C(C(C(O2)SC)O)O)O)C(C)O,"InChI=1S/C18H34N2O6S/c1-5-6-10-7-11(20(3)8-10)17(25)19-12(9(2)21)16-14(23)13(22)15(24)18(26-16)27-4/h9-16,18,21-24H,5-8H2,1-4H3,(H,19,25)/t9-,10-,11+,12-,13+,14-,15-,16-,18-/m1/s1",406.5,7.5,-0.32,-1.1,122.49,43.72,7,5,-6.08,-5.41,-0.556,5.41,0.556,2.983,2.427,0.74575,0.827564895,87.96164141
Mecamylamine ,https://pubchem.ncbi.nlm.nih.gov/compound/4032,"N,2,3,3-tetramethylbicyclo[2.2.1]heptan-2-amine",60-40-2,C11H21N,11,21,1,0,0,0,CC1(C2CCC(C2)C1(C)NC)C,"InChI=1S/C11H21N/c1-10(2)8-5-6-9(7-8)11(10,3)12-4/h8-9,12H,5-7H2,1-4H3",167.29,11.2,2.37,-3.1,12.03,20.74,1,1,-6.902,-5.424,5.057,5.424,-5.057,0.1835,5.2405,0.045875,0.650367331,86.89445623
Mefenamic acid,https://pubchem.ncbi.nlm.nih.gov/compound/4044,"2-(2,3-dimethylanilino)benzoic acid",61-68-7,C15H15NO2,15,15,1,2,0,0,CC1=C(C(=CC=C1)NC2=CC=CC=C2C(=O)O)C,"InChI=1S/C15H15NO2/c1-10-6-5-9-13(11(10)2)16-14-8-4-3-7-12(14)15(17)18/h3-9,16H,1-2H3,(H,17,18)",241.28,4.3,5.12,-3.78,49.33,49.33,3,2,-6.437,-5.44,-2.483,5.44,2.483,3.9615,1.4785,0.990375,1.027561718,95
Mephentermine,https://www.drugbank.ca/drugs/DB01365,"N,2-dimethyl-1-phenylpropan-2-amine",100-92-5,C11H17N,11,17,1,0,0,0,CC(C)(CC1=CC=CC=C1)NC,"InChI=1S/C11H17N/c1-11(2,12-3)9-10-7-5-4-6-8-10/h4-8,12H,9H2,1-3H3",163.26,10.3,2.52,-2.6,12.03,19.79,1,1,-6.366,-5.584,-1.366,5.584,1.366,3.475,2.109,0.86875,0.835704125,95.24730049
Meperidine,https://pubchem.ncbi.nlm.nih.gov/compound/4058,ethyl 1-methyl-4-phenylpiperidine-4-carboxylate,57-42-1,C15H21NO2,15,21,1,2,0,0,CCOC(=O)C1(CCN(CC1)C)C2=CC=CC=C2,"InChI=1S/C15H21NO2/c1-3-18-14(17)15(9-11-16(2)12-10-15)13-7-5-4-6-8-13/h4-8H,3,9-12H2,1-2H3",247.33,8.7,2.72,-1.89,29.54,28.09,2,0,-6.162,-5.245,-1.577,5.245,1.577,3.411,1.834,0.85275,0.978462377,94.38390674
Mepivacaine,https://www.drugbank.ca/drugs/DB00961,"N-(2,6-dimethylphenyl)-1-methylpiperidine-2-carboxamide",96-88-8,C15H22N2O,15,22,2,1,0,0,CC1=C(C(=CC=C1)C)NC(=O)C2CCCCN2C,"InChI=1S/C15H22N2O/c1-11-7-6-8-12(2)14(11)16-15(18)13-9-4-5-10-17(13)3/h6-8,13H,4-5,9-10H2,1-3H3,(H,16,18)",246.35,7.6,1.95,-1.55,32.34,28.61,2,1,-5.783,-5.562,-1.456,5.562,1.456,3.509,2.053,0.87725,0.850219191,93.73127981
Mercaptopurine,https://pubchem.ncbi.nlm.nih.gov/compound/667490,"3,7-dihydropurine-6-thione",50-44-2,C5H4N4S,5,4,4,0,1,0,C1=NC2=C(N1)C(=S)N=CN2,"InChI=1S/C5H4N4S/c10-5-3-4(7-1-6-3)8-2-9-5/h1-2H,(H2,6,7,8,9,10)",152.18,7.8,0.01,-2.3,53.07,14.04,3,2,-5.421,-5.031,-2.833,5.031,2.833,3.932,1.099,0.983,1.395814377,91.7062593
Metaproterenol,https://pubchem.ncbi.nlm.nih.gov/compound/4086,"5-[1-hydroxy-2-(propan-2-ylamino)ethyl]benzene-1,3-diol",0586-06-01,C11H17NO3,11,17,1,3,0,0,CC(C)NCC(C1=CC(=CC(=C1)O)O)O,"InChI=1S/C11H17NO3/c1-7(2)12-6-11(15)8-3-9(13)5-10(14)4-8/h3-5,7,11-15H,6H2,1-2H3",211.26,8.84,0.21,-1.5,72.72,23.12,4,4,-5.934,-5.724,-1.274,5.724,1.274,3.499,2.225,0.87475,0.786741573,86.00194981
Methadone,https://pubchem.ncbi.nlm.nih.gov/compound/4095#section=Molecular-Formula,"6-(dimethylamino)-4,4-diphenylheptan-3-one",76-99-3,C21H27NO,21,27,1,1,0,0,CCC(=O)C(CC(C)N(C)C)(C1=CC=CC=C1)C2=CC=CC=C2,"InChI=1S/C21H27NO/c1-5-20(23)21(16-17(2)22(3)4,18-12-8-6-9-13-18)19-14-10-7-11-15-19/h6-15,17H,5,16H2,1-4H3",309.4,8.3,3.93,-4.7,20.31,36.29,2,0,-5.857,-4.983,-1.79,4.983,1.79,3.3865,1.5965,0.846625,1.131694331,93.49310473
Methamphetamine,https://pubchem.ncbi.nlm.nih.gov/compound/10836,(2S)-N-methyl-1-phenylpropan-2-amine,537-46-2,C10H15N,10,15,1,0,0,0,CC(CC1=CC=CC=C1)NC,"InChI=1S/C10H15N/c1-9(11-2)8-10-6-4-3-5-7-10/h3-7,9,11H,8H2,1-2H3/t9-/m0/s1",149.23,9.5,2.07,-2.2,12.03,18.04,1,1,-6.394,-5.605,-1.37,5.605,1.37,3.4875,2.1175,0.871875,0.829397875,90.16215907
Methapyrilene,https://pubchem.ncbi.nlm.nih.gov/compound/4098,"N,N-dimethyl-N'-pyridin-2-yl-N'-(thiophen-2-ylmethyl)ethane-1,2-diamine",91-80-5,C14H19N3S,14,19,3,0,1,0,CN(C)CCN(CC1=CC=CS1)C2=CC=CC=N2,"InChI=1S/C14H19N3S/c1-16(2)9-10-17(12-13-6-5-11-18-13)14-7-3-4-8-15-14/h3-8,11H,9-10,12H2,1-2H3",261.39,8.85,2.87,-2.64,19.37,29.54,3,0,-5.387,-5.076,-1.696,5.076,1.696,3.386,1.69,0.8465,1.069230769,95.69437057
Methaqualone,https://pubchem.ncbi.nlm.nih.gov/compound/6292,2-methyl-3-(2-methylphenyl)quinazolin-4-one,72-44-6,C16H14N2O,16,14,2,1,0,0,CC1=CC=CC=C1N2C(=NC3=CC=CC=C3C2=O)C,"InChI=1S/C16H14N2O/c1-11-7-3-6-10-15(11)18-12(2)17-14-9-5-4-8-13(14)16(18)19/h3-10H,1-2H3",250.29,2.5,3.17,-3.8,32.67,27.32,2,0,-6.01,-5.894,-2.207,5.894,2.207,4.0505,1.8435,1.012625,0.799972878,90.6636422
Metharbital,https://pubchem.ncbi.nlm.nih.gov/compound/4099,"5,5-diethyl-1-methyl-1,3-diazinane-2,4,6-trione",50-11-3,C9H14N2O3,9,14,2,3,0,0,CCC1(C(=O)NC(=O)N(C1=O)C)CC,"InChI=1S/C9H14N2O3/c1-4-9(5-2)6(12)10-8(14)11(3)7(9)13/h4-5H2,1-3H3,(H,10,12,14)",198.22,8.2,1.15,1.15,1.15,19.6,3,1,-6.952,-6.581,-2.33,6.581,2.33,4.4555,2.1255,1.113875,0.598565044,95.57537298
Methazolamide,https://pubchem.ncbi.nlm.nih.gov/compound/4100,"N-(3-methyl-5-sulfamoyl-1,3,4-thiadiazol-2-ylidene)acetamide",554-57-4,C5H8N4O3S2,5,8,4,3,2,0,CC(=O)N=C1N(N=C(S1)S(=O)(=O)N)C,"InChI=1S/C5H8N4O3S2/c1-3(10)7-4-9(2)8-5(13-4)14(6,11)12/h1-2H3,(H2,6,11,12)",236.3,7.3,0.13,-1.83,105.19,20.99,6,1,-6.839,-6.393,-3.206,6.393,3.206,4.7995,1.5935,1.199875,0.690461249,92.81670836
Methenamine,https://pubchem.ncbi.nlm.nih.gov/compound/4101,"1,3,5,7-tetrazatricyclo[3.3.1.13,7]decane",100-97-0,C6H12N4,6,12,4,0,0,0,C1N2CN3CN1CN(C2)C3,InChI=1S/C6H12N4/c1-7-2-9-4-8(1)5-10(3-7)6-9/h1-6H2,140.19,4.9,0.39,0.74,12.96,14.25,4,0,-5.338,-5.338,6.799,5.338,-6.799,-0.7305,6.0685,-0.182625,0.63693664,86.17993215
Methicillin,https://pubchem.ncbi.nlm.nih.gov/compound/6087,"(2S,5R,6R)-6-[(2,6-dimethoxybenzoyl)amino]-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",61-32-5,C17H20N2O6S,17,20,2,6,1,0,CC1(C(N2C(S1)C(C2=O)NC(=O)C3=C(C=CC=C3OC)OC)C(=O)O)C,"InChI=1S/C17H20N2O6S/c1-17(2)12(16(22)23)19-14(21)11(15(19)26-17)18-13(20)10-8(24-3)6-5-7-9(10)25-4/h5-7,11-12,15H,1-4H3,(H,18,20)(H,22,23)/t11-,12+,15-/m1/s1",380.4,2.8,1.22,-3.1,105.17,37.27,6,2,-6.039,-5.975,-2.147,5.975,2.147,4.061,1.914,1.01525,0.767763845,86.59807278
Methylphenidate,https://pubchem.ncbi.nlm.nih.gov/compound/4158,methyl 2-phenyl-2-piperidin-2-ylacetate,113-45-1,C14H19NO2,14,19,1,2,0,0,COC(=O)C(C1CCCCN1)C2=CC=CC=C2,"InChI=1S/C14H19NO2/c1-17-14(16)13(11-7-3-2-4-8-11)12-9-5-6-10-15-12/h2-4,7-8,12-13,15H,5-6,9-10H2,1H3",233.31,8.8,2.25,-3.1,38.33,26.21,2,1,-6.347,-5.613,-1.624,5.613,1.624,3.6185,1.9945,0.904625,0.847706192,90.16518648
Methyprylon,https://pubchem.ncbi.nlm.nih.gov/compound/4162,"3,3-diethyl-5-methylpiperidine-2,4-dione",125-64-4,C10H17NO2,10,17,1,2,0,0,CCC1(C(=O)C(CNC1=O)C)CC,"InChI=1S/C10H17NO2/c1-4-10(5-2)8(12)7(3)6-11-9(10)13/h7H,4-6H2,1-3H3,(H,11,13)",183.25,12,0.78,-1.2,46.17,19.95,2,1,-6.182,-5.92,-1.605,5.92,1.605,3.7625,2.1575,0.940625,0.750289687,81.32316636
Metisergide,https://www.drugbank.ca/drugs/DB00247,"(6aR,9R)-N-(1-hydroxybutan-2-yl)-4,7-dimethyl-6,6a,8,9-tetrahydroindolo[4,3-fg]quinoline-9-carboxamide",361-37-5,C21H27N3O2,21,27,3,2,0,0,CCC(CO)NC(=O)C1CN(C2CC3=CN(C4=CC=CC(=C34)C2=C1)C)C,"InChI=1S/C21H27N3O2/c1-4-15(12-25)22-21(26)14-8-17-16-6-5-7-18-20(16)13(10-23(18)2)9-19(17)24(3)11-14/h5-8,10,14-15,19,25H,4,9,11-12H2,1-3H3,(H,22,26)/t14-,15?,19-/m1/s1",353.5,6.6,1.82,-3.2,57.5,40.41,3,2,-5.751,-5.311,-2.295,5.311,2.295,3.803,1.508,0.95075,1.060013263,92.15171742
Metoprolol,https://pubchem.ncbi.nlm.nih.gov/compound/4171,1-[4-(2-methoxyethyl)phenoxy]-3-(propan-2-ylamino)propan-2-ol,51384-51-1,C15H25NO3,15,25,1,3,0,0,CC(C)NCC(COC1=CC=C(C=C1)CCOC)O,"InChI=1S/C15H25NO3/c1-12(2)16-10-14(17)11-19-15-6-4-13(5-7-15)8-9-18-3/h4-7,12,14,16-17H,8-11H2,1-3H3",267.36,9.7,2.15,-2.8,50.72,31.9,4,2,-5.787,-5.584,-1.571,5.584,1.571,3.5775,2.0065,0.894375,0.852853227,94
Methotrexate ,https://pubchem.ncbi.nlm.nih.gov/compound/126941#section=Names-and-Identifiers,"(2S)-2-[[4-[(2,4-diaminopteridin-6-yl)methyl-methylamino]benzoyl]amino]pentanedioic acid",59-05-2,C20H22N8O5,20,22,8,5,0,0,CN(CC1=CN=C2C(=N1)C(=NC(=N2)N)N)C3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O,"InChI=1S/C20H22N8O5/c1-28(9-11-8-23-17-15(24-11)16(21)26-20(22)27-17)12-4-2-10(3-5-12)18(31)25-13(19(32)33)6-7-14(29)30/h2-5,8,13H,6-7,9H2,1H3,(H,25,31)(H,29,30)(H,32,33)(H4,21,22,23,26,27)/t13-/m0/s1",454.4,4.7,-0.24,-3.4,210.54,44.54,12,5,-5.697,-5.381,-2.885,5.381,2.885,4.133,1.248,1.03325,1.148637821,91.81777417
Methoxamine,https://pubchem.ncbi.nlm.nih.gov/compound/6082,"2-amino-1-(2,5-dimethoxyphenyl)propan-1-ol",390-28-3,C11H17NO3,11,17,1,3,0,0,CC(C(C1=C(C=CC(=C1)OC)OC)O)N,"InChI=1S/C11H17NO3/c1-7(12)11(13)9-6-8(14-2)4-5-10(9)15-3/h4-7,11,13H,12H2,1-3H3",211.26,9.2,0.57,-1.4,64.71,22.79,4,2,-5.971,-5.06,-1.317,5.06,1.317,3.1885,1.8715,0.797125,1.018300828,88.51803066
Metronidazole,https://pubchem.ncbi.nlm.nih.gov/compound/4173,2-(2-methyl-5-nitroimidazol-1-yl)ethanol,443-48-1,C6H9N3O3,6,9,3,3,0,0,CC1=NC=C(N1CCO)[N+](=O)[O-],"InChI=1S/C6H9N3O3/c1-5-7-4-6(9(11)12)8(5)2-3-10/h4,10H,2-3H2,1H3",171.15,2.6,-0.02,-1.5,83.87,15.82,4,1,-7.075,-6.69,-3.179,6.69,3.179,4.9345,1.7555,1.233625,0.588293933,80
Minocycline,https://pubchem.ncbi.nlm.nih.gov/compound/54675783#section=Names-and-Identifiers,"(4S,4aS,5aR,12aR)-4,7-bis(dimethylamino)-1,10,11,12a-tetrahydroxy-3,12-dioxo-4a,5,5a,6-tetrahydro-4H-tetracene-2-carboxamide",10118-90-8,C23H27N3O7,23,27,3,7,0,0,CN(C)C1C2CC3CC4=C(C=CC(=C4C(=C3C(=O)C2(C(=C(C1=O)C(=O)N)O)O)O)O)N(C)C,"InChI=1S/C23H27N3O7/c1-25(2)12-5-6-13(27)15-10(12)7-9-8-11-17(26(3)4)19(29)16(22(24)32)21(31)23(11,33)20(30)14(9)18(15)28/h5-6,9,11,17,27-28,31,33H,7-8H2,1-4H3,(H2,24,32)/t9-,11-,17-,23-/m0/s1",457.5,2.3,-3.3,-2.2,164.63,45.9,9,5,-5.602,-5.324,-3.42,5.324,3.42,4.372,0.952,1.093,1.380252101,87.79115976
Molindone,https://pubchem.ncbi.nlm.nih.gov/compound/23897,"3-ethyl-2-methyl-5-(morpholin-4-ylmethyl)-1,5,6,7-tetrahydroindol-4-one",7416-34-4,C16H24N2O2,16,24,2,2,0,0,CCC1=C(NC2=C1C(=O)C(CC2)CN3CCOCC3)C,"InChI=1S/C16H24N2O2/c1-3-13-11(2)17-14-5-4-12(16(19)15(13)14)10-18-6-8-20-9-7-18/h12,17H,3-10H2,1-2H3",276.37,6.9,2.04,-2.8,45.33,32,3,1,-5.445,-5.347,-1.571,5.347,1.571,3.459,1.888,0.86475,0.937764831,92.8610303
Nafcillin,https://pubchem.ncbi.nlm.nih.gov/compound/8982,"(2S,5R,6R)-6-[(2-ethoxynaphthalene-1-carbonyl)amino]-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",147-52-4,C21H22N2O5S,21,22,2,5,1,0,CCOC1=C(C2=CC=CC=C2C=C1)C(=O)NC3C4N(C3=O)C(C(S4)(C)C)C(=O)O,"InChI=1S/C21H22N2O5S/c1-4-28-13-10-9-11-7-5-6-8-12(11)14(13)17(24)22-15-18(25)23-16(20(26)27)21(2,3)29-19(15)23/h5-10,15-16,19H,4H2,1-3H3,(H,22,24)(H,26,27)/t15-,16+,19-/m1/s1",414.5,2.7,2.29,-4.4,95.94,42.22,5,2,-6.243,-6.083,-2.998,6.083,2.998,4.5405,1.5425,1.135125,0.797244733,91.73114232
Nalorphine,https://pubchem.ncbi.nlm.nih.gov/compound/5284595,"(4R,4aR,7S,7aR,12bS)-3-prop-2-enyl-2,4,4a,7,7a,13-hexahydro-1H-4,12-methanobenzofuro[3,2-e]isoquinoline-7,9-diol",62-67-9,C19H21NO3,19,21,1,3,0,0,C=CCN1CCC23C4C1CC5=C2C(=C(C=C5)O)OC3C(C=C4)O,"InChI=1S/C19H21NO3/c1-2-8-20-9-7-19-12-4-6-15(22)18(19)23-17-14(21)5-3-11(16(17)19)10-13(12)20/h2-6,12-13,15,18,21-22H,1,7-10H2/t12-,13+,15-,18-,19-/m0/s1",311.4,7.8,1.68,-2.4,52.93,33.3,4,2,-5.52,-5.346,-1.38,5.346,1.38,3.363,1.983,0.84075,0.917044881,94.23424872
Naloxone,https://pubchem.ncbi.nlm.nih.gov/compound/5284596,"(4R,4aS,7aR,12bS)-4a,9-dihydroxy-3-prop-2-enyl-2,4,5,6,7a,13-hexahydro-1H-4,12-methanobenzofuro[3,2-e]isoquinolin-7-one",465-65-6,C19H21NO4,19,21,1,4,0,0,C=CCN1CCC23C4C(=O)CCC2(C1CC5=C3C(=C(C=C5)O)O4)O,"InChI=1S/C19H21NO4/c1-2-8-20-9-7-18-15-11-3-4-12(21)16(15)24-17(18)13(22)5-6-19(18,23)14(20)10-11/h2-4,14,17,21,23H,1,5-10H2/t14-,17+,18+,19-/m1/s1",327.4,7.94,1.62,-1.8,70,33.8,5,2,-5.81,-5.465,-1.717,5.465,1.717,3.591,1.874,0.89775,0.909551761,90.33353919
Naproxen,https://pubchem.ncbi.nlm.nih.gov/compound/156391,(2S)-2-(6-methoxynaphthalen-2-yl)propanoic acid,22204-53-1,C14H14O3,14,14,0,3,0,0,CC(C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O,"InChI=1S/C14H14O3/c1-9(14(15)16)10-3-4-12-8-13(17-2)6-5-11(12)7-10/h3-9H,1-2H3,(H,15,16)/t9-/m0/s1",230.26,4.2,3.18,-4.16,46.53,24.81,3,1,-6.316,-5.645,-2.515,5.645,2.515,4.08,1.565,1.02,0.932907348,93.14
Nicotinamide,https://pubchem.ncbi.nlm.nih.gov/compound/936,pyridine-3-carboxamide,98-92-0,C6H6N2O,6,6,2,1,0,0,C1=CC(=CN=C1)C(=O)N,"InChI=1S/C6H6N2O/c7-6(9)5-2-1-3-8-4-5/h1-4H,(H2,7,9)",122.12,3.35,-0.37,0.61,55.98,11.71,2,1,-6.631,-6.091,-2.565,6.091,2.565,4.328,1.763,1.082,0.757799206,93.6
Nitrazepam,https://pubchem.ncbi.nlm.nih.gov/compound/4506,"7-nitro-5-phenyl-1,3-dihydro-1,4-benzodiazepin-2-one",146-22-5,C15H11N3O3,15,11,3,3,0,0,C1C(=O)NC2=C(C=C(C=C2)[N+](=O)[O-])C(=N1)C3=CC=CC=C3,"InChI=1S/C15H11N3O3/c19-14-9-16-15(10-4-2-1-3-5-10)12-8-11(18(20)21)6-7-13(12)17-14/h1-8H,9H2,(H,17,19)",281.27,10.8,2.25,-3.8,87.28,27.59,4,1,-6.892,-6.638,-3.765,6.638,3.765,5.2015,1.4365,1.300375,0.626000696,90.43922409
Nitrofurantoin,https://pubchem.ncbi.nlm.nih.gov/compound/6604200,"1-[(E)-(5-nitrofuran-2-yl)methylideneamino]imidazolidine-2,4-dione",67-20-9,C8H6N4O5,8,6,4,5,0,0,C1C(=O)NC(=O)N1N=CC2=CC=C(O2)[N+](=O)[O-],"InChI=1S/C8H6N4O5/c13-6-4-11(8(14)10-6)9-3-5-1-2-7(17-5)12(15)16/h1-3H,4H2,(H,10,13,14)/b9-3+",238.16,7.2,-0.47,-2.8,118.05,20.49,5,1,-6.937,-6.456,-3.951,6.456,3.951,5.2035,1.2525,1.300875,0.717165669,97.6
Novobiocin,https://pubchem.ncbi.nlm.nih.gov/compound/54675769,"[(3R,4S,5R,6R)-5-hydroxy-6-[4-hydroxy-3-[[4-hydroxy-3-(3-methylbut-2-enyl)benzoyl]amino]-8-methyl-2-oxochromen-7-yl]oxy-3-methoxy-2,2-dimethyloxan-4-yl] carbamate",303-81-1,C31H36N2O11,31,36,2,11,0,0,CC1=C(C=CC2=C1OC(=O)C(=C2O)NC(=O)C3=CC(=C(C=C3)O)CC=C(C)C)OC4C(C(C(C(O4)(C)C)OC)OC(=O)N)O,"InChI=1S/C31H36N2O11/c1-14(2)7-8-16-13-17(9-11-19(16)34)27(37)33-21-22(35)18-10-12-20(15(3)24(18)42-28(21)38)41-29-23(36)25(43-30(32)39)26(40-6)31(4,5)44-29/h7,9-13,23,25-26,29,34-36H,8H2,1-6H3,(H2,32,39)(H,33,37)/t23-,25+,26-,29-/m1/s1",612.6,4.3,3.26,-4.8,196.1,63.97,9,5,-6.07,-5.352,-2.663,5.352,2.663,4.0075,1.3445,1.001875,1.112867237,93.40765871
Orphenadrine,http://microelectrochemalexbaeza.com/wp-content/uploads/2015/05/pKaFarmacos-BD_BEUFE.pdf,"N,N-dimethyl-2-[(2-methylphenyl)-phenylmethoxy]ethanamine",83-98-7,C18H23NO,18,23,1,1,0,0,CC1=CC=CC=C1C(C2=CC=CC=C2)OCCN(C)C,"InChI=1S/C18H23NO/c1-15-9-7-8-12-17(15)18(20-14-13-19(2)3)16-10-5-4-6-11-16/h4-12,18H,13-14H2,1-3H3",269.4,8.4,3.77,-4,12.47,31.83,2,0,-6.029,-5.27,-1.598,5.27,1.598,3.434,1.836,0.8585,0.971132898,89.75
Oxacillin,https://pubchem.ncbi.nlm.nih.gov/compound/6196,"(2S,5R,6R)-3,3-dimethyl-6-[(5-methyl-3-phenyl-1,2-oxazole-4-carbonyl)amino]-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",66-79-5,C19H19N3O5S,19,19,3,5,1,0,CC1=C(C(=NO1)C2=CC=CC=C2)C(=O)NC3C4N(C3=O)C(C(S4)(C)C)C(=O)O,"InChI=1S/C19H19N3O5S/c1-9-11(12(21-27-9)10-7-5-4-6-8-10)15(23)20-13-16(24)22-14(18(25)26)19(2,3)28-17(13)22/h4-8,13-14,17H,1-3H3,(H,20,23)(H,25,26)/t13-,14+,17-/m1/s1",401.4,2.84,2.38,-3.7,112.74,39.61,5,2,-6.515,-6.328,-2.347,6.328,2.347,4.3375,1.9905,1.084375,0.668801809,93.1
